date,day_of_week,month,temperature,rainfall,holiday,lag_1,building_size,member_count,consumption
04-11-2005,4,11,31.58060867,12.45386485,0,104.6559748,3371,2,226.6673009
05-11-2005,5,11,36.70774159,4.616234627,0,423.5949103,2228,2,226.6673009
06-11-2005,6,11,12.38219754,18.40667123,1,309.6098599,4935,4,431.8042574
07-11-2005,0,11,31.94489471,11.49825168,1,178.0912915,1853,7,695.5494707
08-11-2005,1,11,15.62235832,18.40031554,0,244.5800991,3150,3,340.0009514
09-11-2005,2,11,35.74531159,0.928087172,1,286.207352,2083,5,539.7553218
10-11-2005,3,11,34.57190542,6.852227409,1,316.4631156,2747,4,431.8042574
11-11-2005,4,11,26.22381265,0.456153214,0,419.4729603,1405,7,695.5494707
12-11-2005,5,11,31.30728396,5.445036302,0,227.4585474,2136,2,226.6673009
13-11-2005,6,11,19.4305034,17.24012945,1,354.426401,3736,5,539.7553218
14-11-2005,0,11,24.13503697,0.732194317,1,425.6451382,3578,2,226.6673009
15-11-2005,1,11,34.64910693,8.722941998,0,429.6980552,4779,2,226.6673009
16-11-2005,2,11,23.77795592,2.351341409,1,164.4103423,2734,5,539.7553218
17-11-2005,3,11,20.73394796,8.336813185,1,207.5778699,3506,6,647.7063861
18-11-2005,4,11,24.82637342,16.77703169,0,317.7077154,1529,5,539.7553218
19-11-2005,5,11,34.84747757,12.46142067,1,448.5975761,2794,9,894.2778909
20-11-2005,6,11,20.05624142,14.73512691,1,405.700739,1789,8,794.9136808
21-11-2005,0,11,15.21284779,6.982082309,1,312.7833056,2775,9,894.2778909
22-11-2005,1,11,31.36042061,18.8879539,0,492.6801338,1262,4,431.8042574
23-11-2005,2,11,34.77934638,14.18524188,0,247.5442532,810,5,539.7553218
24-11-2005,3,11,13.01912436,8.435976386,0,429.102757,3148,4,431.8042574
25-11-2005,4,11,17.19622338,8.529296005,1,418.289171,4934,3,340.0009514
26-11-2005,5,11,14.25915969,18.37368356,1,458.6172403,1390,5,539.7553218
27-11-2005,6,11,20.43824235,11.52809387,1,494.4552598,2288,7,695.5494707
28-11-2005,0,11,23.51052937,14.1275842,0,273.0635139,4023,3,340.0009514
29-11-2005,1,11,32.46479011,8.34070449,1,138.0333419,1740,5,539.7553218
30-11-2005,2,11,29.53442755,4.473855295,0,257.4029106,4163,9,894.2778909
01-12-2005,3,12,28.62785702,14.47118584,1,434.2481946,2688,7,695.5494707
02-12-2005,4,12,20.5712484,12.15647544,1,426.2479854,1413,9,894.2778909
03-12-2005,5,12,35.24342659,10.02685761,0,201.1864584,4633,4,431.8042574
04-12-2005,6,12,24.13861502,12.4804188,1,71.28806313,4753,7,695.5494707
05-12-2005,0,12,39.37314814,4.165711721,1,279.428944,3411,9,894.2778909
06-12-2005,1,12,29.02426415,15.87877413,0,263.3454181,1509,7,695.5494707
07-12-2005,2,12,13.78794225,18.9632561,1,88.59379,2606,3,340.0009514
08-12-2005,3,12,30.28532686,17.82206288,1,407.7004801,2453,6,647.7063861
09-12-2005,4,12,19.75312046,6.428714906,1,177.6156233,2268,5,539.7553218
10-12-2005,5,12,30.5898159,8.120115466,1,340.5884415,1088,4,431.8042574
11-12-2005,6,12,12.08923444,16.168046,0,95.66953819,2204,4,431.8042574
12-12-2005,0,12,15.24644312,11.90234262,1,437.3164278,3243,8,794.9136808
13-12-2005,1,12,35.67211777,10.95828887,0,382.6735264,2845,2,226.6673009
14-12-2005,2,12,16.81538671,18.53283935,1,224.790219,3393,4,431.8042574
15-12-2005,3,12,35.11123376,10.72049922,1,333.2700272,4927,8,794.9136808
16-12-2005,4,12,18.37828265,10.29877359,1,134.3542517,4452,4,431.8042574
17-12-2005,5,12,29.2864573,0.840371825,0,493.4401209,4833,5,539.7553218
18-12-2005,6,12,30.82451721,1.388339172,1,408.2486189,2739,3,340.0009514
19-12-2005,0,12,25.37964259,0.148406158,1,405.0230014,2093,7,695.5494707
20-12-2005,1,12,19.1593203,18.26488452,0,119.0210979,3547,8,794.9136808
21-12-2005,2,12,16.37933129,8.1677332,0,57.9800862,4385,5,539.7553218
22-12-2005,3,12,10.99568064,9.371227523,1,313.4171155,3262,5,539.7553218
23-12-2005,4,12,19.11839204,16.90773895,0,114.8542753,4310,9,894.2778909
24-12-2005,5,12,29.59488372,12.18492621,0,401.1950554,1858,6,647.7063861
25-12-2005,6,12,38.14914455,12.19003193,1,237.2342631,2874,9,894.2778909
26-12-2005,0,12,36.13613447,5.930688587,0,202.367412,3946,7,695.5494707
27-12-2005,1,12,32.9819433,16.67816748,1,83.14216811,1746,6,647.7063861
28-12-2005,2,12,33.6534203,3.316599521,0,498.229286,1542,5,539.7553218
29-12-2005,3,12,29.9495471,1.062991843,0,480.2048512,2195,6,647.7063861
30-12-2005,4,12,17.80860573,3.83206715,1,109.2186085,3783,2,226.6673009
31-12-2005,5,12,37.21585092,5.354744375,1,199.7652219,2167,4,431.8042574
01-01-2006,6,1,30.12196936,5.646221157,1,225.8543921,3043,9,894.2778909
02-01-2006,0,1,26.81321893,13.41027197,0,183.5604852,3057,7,695.5494707
03-01-2006,1,1,13.32968408,4.356491747,1,470.5108518,2454,9,894.2778909
04-01-2006,2,1,23.41166631,13.53316609,1,374.6038231,3821,8,794.9136808
05-01-2006,3,1,23.81074814,1.822643465,1,480.1623825,4720,8,794.9136808
06-01-2006,4,1,35.93690829,2.944049222,0,443.5274311,4892,5,539.7553218
07-01-2006,5,1,26.39944661,10.17642897,1,389.5436838,4555,3,340.0009514
08-01-2006,6,1,21.41201647,18.43791605,1,363.6351982,4808,9,894.2778909
09-01-2006,0,1,39.30400986,17.19135178,0,439.7731209,3375,6,647.7063861
10-01-2006,1,1,13.3216178,19.37506885,1,357.8674536,3476,8,794.9136808
11-01-2006,2,1,22.67645285,13.00958131,1,134.9239095,3251,2,226.6673009
12-01-2006,3,1,11.26074026,13.51629733,1,341.6569324,906,9,894.2778909
13-01-2006,4,1,32.19712362,12.50045998,1,281.750738,2120,6,647.7063861
14-01-2006,5,1,37.54229657,12.45637846,0,491.8526047,2208,2,226.6673009
15-01-2006,6,1,18.40111989,2.942406901,1,279.4844962,4259,9,894.2778909
16-01-2006,0,1,35.7502503,10.87477912,1,67.30474242,2017,7,695.5494707
17-01-2006,1,1,18.76654691,7.721358669,1,168.8852798,862,9,894.2778909
18-01-2006,2,1,37.32310485,8.850744316,1,462.8217922,4695,2,226.6673009
19-01-2006,3,1,32.61885711,10.47201146,1,483.0603487,3341,7,695.5494707
20-01-2006,4,1,34.14720331,2.567923436,0,377.8243595,3117,7,695.5494707
21-01-2006,5,1,10.54019667,7.189754677,1,75.58875445,4820,8,794.9136808
22-01-2006,6,1,38.88431071,1.268991218,1,60.59362449,1995,2,226.6673009
23-01-2006,0,1,31.80012976,19.59336261,1,265.8177513,2506,9,894.2778909
24-01-2006,1,1,19.14253286,2.370560576,0,499.852538,1952,5,539.7553218
25-01-2006,2,1,34.88183995,5.170494771,1,441.1835319,3200,4,431.8042574
26-01-2006,3,1,18.44563595,17.82585853,0,469.8984294,1439,5,539.7553218
27-01-2006,4,1,36.18261519,9.654200925,1,330.5936772,2995,4,431.8042574
28-01-2006,5,1,13.37741171,2.71274403,1,436.6061277,1560,3,340.0009514
29-01-2006,6,1,31.11057932,7.684610761,0,193.8642685,2043,8,794.9136808
30-01-2006,0,1,26.2209543,2.317359884,1,62.31380155,3958,6,647.7063861
31-01-2006,1,1,12.89603411,4.004319942,1,463.2127827,3251,5,539.7553218
01-02-2006,2,2,17.25681485,1.040596939,0,148.2937811,3349,6,647.7063861
02-02-2006,3,2,10.37212109,8.764549891,1,377.8188597,4489,7,695.5494707
03-02-2006,4,2,24.06303896,16.13272243,1,346.5352917,2414,6,647.7063861
04-02-2006,5,2,19.03795782,11.71938357,1,121.1735968,4772,7,695.5494707
05-02-2006,6,2,27.95072453,12.12690611,0,138.1005484,1920,7,695.5494707
06-02-2006,0,2,18.91713423,4.011680602,0,198.0826166,4719,3,340.0009514
07-02-2006,1,2,18.99757335,6.877876865,1,390.6187938,1347,6,647.7063861
08-02-2006,2,2,32.29579596,16.90484208,1,67.65991011,2436,4,431.8042574
09-02-2006,3,2,11.44428508,1.757123687,0,233.1809331,3408,5,539.7553218
10-02-2006,4,2,37.08684986,17.15861307,1,349.3009428,2245,3,340.0009514
11-02-2006,5,2,35.56791623,9.673800525,1,127.1619257,4599,7,695.5494707
12-02-2006,6,2,30.0341405,16.74294863,0,103.7377727,4472,8,794.9136808
13-02-2006,0,2,27.7966471,6.360128388,0,225.5955085,2148,7,695.5494707
14-02-2006,1,2,36.76907494,6.776859032,0,178.951648,4817,4,431.8042574
15-02-2006,2,2,15.55990539,15.03209737,1,342.0930489,2292,7,695.5494707
16-02-2006,3,2,12.36907487,15.69992347,1,486.3058414,4298,4,431.8042574
17-02-2006,4,2,17.1853051,4.59289356,0,52.01102117,2856,9,894.2778909
18-02-2006,5,2,33.83734836,19.4574265,1,456.0709606,3852,7,695.5494707
19-02-2006,6,2,11.040108,1.689802085,1,244.9503664,1504,7,695.5494707
20-02-2006,0,2,27.48420505,1.370059262,1,348.8034782,3133,3,340.0009514
21-02-2006,1,2,39.86312549,11.91008431,1,432.9621648,3263,3,340.0009514
22-02-2006,2,2,35.67088282,14.45481536,0,308.0563975,1750,6,647.7063861
23-02-2006,3,2,25.64337067,19.21772258,1,93.79032224,2625,2,226.6673009
24-02-2006,4,2,11.90922728,8.098915616,0,113.2678291,4879,7,695.5494707
25-02-2006,5,2,34.94120543,0.50582818,1,405.176019,3187,4,431.8042574
26-02-2006,6,2,27.96935525,12.05792679,0,153.0942041,985,7,695.5494707
27-02-2006,0,2,13.44798991,5.793920412,0,306.0669273,2054,4,431.8042574
28-02-2006,1,2,12.81571854,8.658942424,1,242.6362306,4408,8,794.9136808
01-03-2006,2,3,37.28880458,9.769389645,0,186.6375423,1681,2,226.6673009
02-03-2006,3,3,30.07600789,1.290252215,1,404.1354039,1575,9,894.2778909
03-03-2006,4,3,34.87860398,9.719635691,1,379.0474935,4747,4,431.8042574
04-03-2006,5,3,36.36936701,8.526393336,0,340.748998,2407,7,695.5494707
05-03-2006,6,3,27.15317056,14.25088531,0,217.7021158,1152,5,539.7553218
06-03-2006,0,3,25.52339055,12.91331822,0,151.9116458,2886,6,647.7063861
07-03-2006,1,3,22.91282231,3.704314363,0,282.1527279,1896,6,647.7063861
08-03-2006,2,3,19.50839763,4.122778364,1,417.6968451,4917,5,539.7553218
09-03-2006,3,3,23.03787883,5.020123575,1,309.0492367,1512,2,226.6673009
10-03-2006,4,3,33.21638967,3.579008806,0,486.5628394,830,3,340.0009514
11-03-2006,5,3,28.05770293,13.14426399,0,56.94686963,4161,4,431.8042574
12-03-2006,6,3,36.7756987,19.88860358,0,499.2560516,3683,4,431.8042574
13-03-2006,0,3,23.30140043,13.04216681,1,361.1340709,4749,3,340.0009514
14-03-2006,1,3,28.21268736,12.13363092,0,424.7033077,3949,3,340.0009514
15-03-2006,2,3,28.93922659,8.198558667,1,200.7285655,4314,2,226.6673009
16-03-2006,3,3,27.75091487,6.251605177,1,278.7535976,2260,7,695.5494707
17-03-2006,4,3,31.07901319,18.22147514,0,408.6451615,2818,4,431.8042574
18-03-2006,5,3,17.12300405,19.38003748,1,392.2922626,3573,3,340.0009514
19-03-2006,6,3,25.37091333,9.935523512,1,200.315493,4949,4,431.8042574
20-03-2006,0,3,13.12674408,5.80400991,1,195.9846058,4453,7,695.5494707
21-03-2006,1,3,21.53533983,15.40244415,0,348.2650413,896,5,539.7553218
22-03-2006,2,3,24.63001206,2.649135817,0,470.1466317,1684,9,894.2778909
23-03-2006,3,3,29.56672779,15.31176475,1,247.4536958,1329,8,794.9136808
24-03-2006,4,3,38.51593158,16.37896749,0,208.8238097,4519,7,695.5494707
25-03-2006,5,3,28.019532,2.498078893,1,452.6091663,4518,3,340.0009514
26-03-2006,6,3,32.30781749,19.53722938,0,357.3752277,4467,2,226.6673009
27-03-2006,0,3,25.18798178,19.71024581,1,224.7241909,1212,2,226.6673009
28-03-2006,1,3,29.02312094,18.73438959,0,75.77430388,3069,7,695.5494707
29-03-2006,2,3,12.12796648,9.920696188,0,374.6701724,1854,4,431.8042574
30-03-2006,3,3,17.63174743,4.921482846,1,208.7989208,2688,4,431.8042574
31-03-2006,4,3,20.8555928,11.64018562,0,81.754789,4503,7,695.5494707
01-04-2006,5,4,24.17480065,8.398676769,1,325.5300893,1671,2,226.6673009
02-04-2006,6,4,11.36946237,4.118972894,0,195.3530917,3939,4,431.8042574
03-04-2006,0,4,14.20072293,8.473528192,0,202.3054287,3632,2,226.6673009
04-04-2006,1,4,18.30442923,13.27779671,0,265.6265588,2305,9,894.2778909
05-04-2006,2,4,39.14598073,1.418266216,0,372.8636453,895,6,647.7063861
06-04-2006,3,4,19.94041021,6.668360029,1,174.3487149,1024,2,226.6673009
07-04-2006,4,4,24.46123174,0.3558978,1,86.4256621,2372,7,695.5494707
08-04-2006,5,4,15.88293138,14.98991011,1,240.9915746,4217,9,894.2778909
09-04-2006,6,4,28.32340213,12.81382535,1,74.7164404,2501,8,794.9136808
10-04-2006,0,4,18.42049647,1.253442694,0,363.7708295,4619,7,695.5494707
11-04-2006,1,4,16.20977735,19.29475119,0,481.6595606,937,6,647.7063861
12-04-2006,2,4,25.49717885,0.452431143,1,346.4414634,3175,9,894.2778909
13-04-2006,3,4,10.16517397,11.79921293,1,173.9257024,3725,8,794.9136808
14-04-2006,4,4,10.22992098,15.52734924,1,131.7660744,4580,8,794.9136808
15-04-2006,5,4,16.57206427,15.75792626,1,154.7526071,3481,5,539.7553218
16-04-2006,6,4,11.10164088,0.685702712,0,149.7245014,2337,7,695.5494707
17-04-2006,0,4,13.24077262,18.12830265,1,191.2237277,4137,5,539.7553218
18-04-2006,1,4,20.16581948,18.36903344,0,93.80600516,1665,8,794.9136808
19-04-2006,2,4,34.07757039,11.22780746,0,453.0735759,1197,8,794.9136808
20-04-2006,3,4,27.1614593,9.641663978,0,448.3042229,3205,5,539.7553218
21-04-2006,4,4,25.38003178,0.897349261,0,326.8563141,3647,3,340.0009514
22-04-2006,5,4,18.8046647,11.23908285,0,77.86416509,980,9,894.2778909
23-04-2006,6,4,37.95261158,8.187581635,0,411.8003333,1959,2,226.6673009
24-04-2006,0,4,21.91045124,15.45612815,0,77.80486268,1002,6,647.7063861
25-04-2006,1,4,12.612783,8.077671338,1,97.88955069,2679,8,794.9136808
26-04-2006,2,4,28.51199548,13.67161667,1,196.3833767,2980,6,647.7063861
27-04-2006,3,4,13.4151518,2.028162925,0,244.1616429,1920,6,647.7063861
28-04-2006,4,4,20.35669428,2.659045415,1,209.2500305,4758,9,894.2778909
29-04-2006,5,4,25.22235816,2.794203813,0,124.3534014,893,7,695.5494707
30-04-2006,6,4,36.22667574,0.910509996,1,100.458373,1839,2,226.6673009
01-05-2006,0,5,24.80639741,10.82657719,1,436.736852,1273,7,695.5494707
02-05-2006,1,5,31.06776298,15.87935452,1,213.4315517,1010,9,894.2778909
03-05-2006,2,5,39.78450517,12.20822407,1,148.3697202,3290,5,539.7553218
04-05-2006,3,5,13.9446736,11.49909771,1,269.1461105,898,3,340.0009514
05-05-2006,4,5,18.24194577,13.61247857,1,66.57053024,4915,2,226.6673009
06-05-2006,5,5,21.83728227,6.792906461,1,320.126532,820,7,695.5494707
07-05-2006,6,5,22.65484536,7.239081433,1,161.8203141,1360,8,794.9136808
08-05-2006,0,5,22.33063226,6.285401964,0,319.1883864,4143,3,340.0009514
09-05-2006,1,5,37.22833008,14.24217866,0,326.356324,907,3,340.0009514
10-05-2006,2,5,31.42097933,3.232806713,0,414.1508861,2871,3,340.0009514
11-05-2006,3,5,28.23715642,0.260505606,1,153.45714,3623,9,894.2778909
12-05-2006,4,5,19.28118154,11.92392893,0,258.5590874,2571,2,226.6673009
13-05-2006,5,5,34.71371153,18.84762729,0,482.8493022,3300,5,539.7553218
14-05-2006,6,5,38.65181534,12.18815834,1,377.2061798,2442,7,695.5494707
15-05-2006,0,5,34.63594848,15.65843306,0,488.9047136,2962,5,539.7553218
16-05-2006,1,5,10.04695316,13.45581419,0,467.3145709,1751,4,431.8042574
17-05-2006,2,5,29.09204111,9.94873307,1,324.8368686,3467,6,647.7063861
18-05-2006,3,5,11.53406144,14.36784804,1,168.7686601,2408,6,647.7063861
19-05-2006,4,5,17.72821661,16.48208248,0,390.6158705,4533,5,539.7553218
20-05-2006,5,5,11.78574101,4.494632883,1,364.1536606,3443,6,647.7063861
21-05-2006,6,5,28.11386359,6.72260961,1,315.0005542,3973,5,539.7553218
22-05-2006,0,5,30.5976974,4.47451465,0,364.0231528,4978,8,794.9136808
23-05-2006,1,5,13.43462914,9.043459112,1,326.1138865,1610,3,340.0009514
24-05-2006,2,5,21.51516649,17.70129102,0,283.7205604,1810,7,695.5494707
25-05-2006,3,5,23.68709527,6.904142017,1,237.1799668,2650,8,794.9136808
26-05-2006,4,5,21.07159065,7.489337783,1,70.11876856,1941,4,431.8042574
27-05-2006,5,5,13.63075001,17.20734469,0,439.5595636,1506,6,647.7063861
28-05-2006,6,5,22.56843371,10.30748661,1,439.4932622,4830,9,894.2778909
29-05-2006,0,5,32.53534143,10.70897999,1,317.321294,4876,8,794.9136808
30-05-2006,1,5,12.13022994,17.21602407,0,170.5479373,4708,9,894.2778909
31-05-2006,2,5,12.40540042,9.810534741,1,62.65896982,1566,3,340.0009514
01-06-2006,3,6,20.64313876,13.63115069,1,50.64296188,1900,6,647.7063861
02-06-2006,4,6,38.25177135,1.712893317,1,82.80832538,2270,9,894.2778909
03-06-2006,5,6,30.0571794,3.572634263,1,211.9488469,4297,4,431.8042574
04-06-2006,6,6,30.3600987,8.087524014,0,134.7781757,2494,2,226.6673009
05-06-2006,0,6,20.85759973,9.896781356,1,169.2761385,3025,4,431.8042574
06-06-2006,1,6,27.80982374,19.31467402,1,364.8471698,2272,3,340.0009514
07-06-2006,2,6,10.30393552,19.41303266,1,481.6173985,1989,4,431.8042574
08-06-2006,3,6,29.08288139,17.02394175,1,143.0491294,2688,3,340.0009514
09-06-2006,4,6,37.39860843,6.311976706,1,259.5397704,966,4,431.8042574
10-06-2006,5,6,28.37720405,19.28056582,0,496.1657307,4425,8,794.9136808
11-06-2006,6,6,36.2109578,13.78681729,1,469.2534792,3209,6,647.7063861
12-06-2006,0,6,31.71919166,7.858802556,0,208.5423364,4325,7,695.5494707
13-06-2006,1,6,13.61675249,14.03349834,0,193.8600711,3606,4,431.8042574
14-06-2006,2,6,37.07359922,0.330454596,0,158.9767882,1658,4,431.8042574
15-06-2006,3,6,11.99331533,2.923093645,0,119.9312824,1724,5,539.7553218
16-06-2006,4,6,26.01902418,16.59371423,1,257.0234356,2488,4,431.8042574
17-06-2006,5,6,14.26411371,12.91147274,0,203.504231,2607,6,647.7063861
18-06-2006,6,6,10.35119832,7.283894026,1,385.1769172,3032,9,894.2778909
19-06-2006,0,6,22.6610278,10.0133328,1,156.5899267,1217,3,340.0009514
20-06-2006,1,6,18.85122123,18.10284299,0,381.3495076,1514,2,226.6673009
21-06-2006,2,6,24.58001481,12.63156219,0,179.6659637,3624,2,226.6673009
22-06-2006,3,6,27.3159966,7.962985679,1,316.7279531,922,9,894.2778909
23-06-2006,4,6,11.31217217,2.406533148,0,337.2935434,4108,2,226.6673009
24-06-2006,5,6,13.69009885,5.874936033,1,352.3016415,4315,8,794.9136808
25-06-2006,6,6,26.75927189,19.56680466,0,128.9025437,2250,9,894.2778909
26-06-2006,0,6,20.2950206,8.747261257,1,177.2201164,860,9,894.2778909
27-06-2006,1,6,31.87520463,9.436789277,1,160.7520584,3759,2,226.6673009
28-06-2006,2,6,29.56874946,9.971960648,0,309.272185,4987,7,695.5494707
29-06-2006,3,6,35.36813089,17.68208046,0,84.08588102,1697,3,340.0009514
30-06-2006,4,6,30.7747848,12.07856569,0,283.2154025,1769,7,695.5494707
01-07-2006,5,7,22.89793232,13.87354073,0,89.36017504,3378,3,340.0009514
02-07-2006,6,7,30.18899867,7.788270851,1,201.6751955,1587,2,226.6673009
03-07-2006,0,7,18.26143523,0.581752372,0,359.0177418,1819,8,794.9136808
04-07-2006,1,7,19.18940496,18.61945828,1,235.6538248,2453,4,431.8042574
05-07-2006,2,7,33.6695548,18.98255362,1,176.1538277,2060,9,894.2778909
06-07-2006,3,7,23.39258549,18.98306107,1,327.1357292,4562,4,431.8042574
07-07-2006,4,7,33.95141022,18.87374173,1,383.1211006,4162,7,695.5494707
08-07-2006,5,7,34.67267121,16.30483882,0,164.5632206,3471,5,539.7553218
09-07-2006,6,7,35.72687013,13.691921,0,184.7299555,3089,3,340.0009514
10-07-2006,0,7,37.49905708,16.89019837,1,338.1322626,3284,9,894.2778909
11-07-2006,1,7,22.92955662,12.01092478,1,484.3504671,1559,9,894.2778909
12-07-2006,2,7,19.56600455,2.687392278,0,146.2421915,3925,5,539.7553218
13-07-2006,3,7,27.4659624,7.824363301,0,344.4114361,4945,6,647.7063861
14-07-2006,4,7,21.1351727,19.42589824,1,457.9654285,3641,3,340.0009514
15-07-2006,5,7,28.032225,7.022756272,1,257.8850443,3646,2,226.6673009
16-07-2006,6,7,31.16757588,17.35655827,1,192.5799019,4384,2,226.6673009
17-07-2006,0,7,30.65215055,1.864229415,0,350.0919793,2806,5,539.7553218
18-07-2006,1,7,21.23658661,6.683676848,0,64.14431292,4048,3,340.0009514
19-07-2006,2,7,15.00580605,7.019066495,0,212.0722477,3506,4,431.8042574
20-07-2006,3,7,22.91588015,1.032050862,1,166.0883121,3672,3,340.0009514
21-07-2006,4,7,14.27782432,2.381886604,0,151.0797663,3037,5,539.7553218
22-07-2006,5,7,36.70291106,3.863304222,1,130.8916686,2283,9,894.2778909
23-07-2006,6,7,20.37632382,16.75631182,0,381.6784857,1811,5,539.7553218
24-07-2006,0,7,14.63379242,1.268039799,1,479.7949079,1096,7,695.5494707
25-07-2006,1,7,10.7634328,5.974018027,0,223.1467904,2575,9,894.2778909
26-07-2006,2,7,29.37467159,0.203500052,1,72.09648811,810,9,894.2778909
27-07-2006,3,7,29.10706952,13.91255491,1,373.5103162,4048,7,695.5494707
28-07-2006,4,7,20.218125,12.4060618,1,292.1919505,4013,8,794.9136808
29-07-2006,5,7,12.15135667,12.89964524,0,375.6400762,3366,2,226.6673009
30-07-2006,6,7,22.28886685,7.487655694,0,341.5568739,4407,2,226.6673009
31-07-2006,0,7,19.33652485,4.165356425,1,457.4461914,1699,6,647.7063861
01-08-2006,1,8,30.31361919,14.40640427,1,113.1980867,3805,8,794.9136808
02-08-2006,2,8,28.17337748,16.22235745,1,126.1228304,1830,8,794.9136808
03-08-2006,3,8,20.93781185,2.772029962,1,203.7061508,2280,5,539.7553218
04-08-2006,4,8,16.53677663,9.736588559,1,271.1249672,2561,8,794.9136808
05-08-2006,5,8,39.64107898,4.97431364,1,466.5712015,1414,9,894.2778909
06-08-2006,6,8,23.62004864,3.362137224,1,458.1339032,4998,6,647.7063861
07-08-2006,0,8,30.64822707,14.68650627,1,442.3424537,2009,6,647.7063861
08-08-2006,1,8,14.21658903,10.76193871,1,150.1371203,4793,8,794.9136808
09-08-2006,2,8,24.56769099,4.323706648,0,378.3543697,2751,2,226.6673009
10-08-2006,3,8,10.8261016,6.200000224,1,222.5712848,1095,4,431.8042574
11-08-2006,4,8,25.16365354,19.33307343,1,469.0323174,1321,2,226.6673009
12-08-2006,5,8,38.92052221,16.97359129,1,146.5411264,1485,3,340.0009514
13-08-2006,6,8,21.52620139,17.59893486,1,113.5660789,4415,4,431.8042574
14-08-2006,0,8,11.16988038,9.200241942,0,429.0733286,2420,7,695.5494707
15-08-2006,1,8,10.92867373,12.47614528,1,372.6084178,4809,5,539.7553218
16-08-2006,2,8,21.6396028,7.535354804,1,419.6397552,1304,4,431.8042574
17-08-2006,3,8,14.80074809,1.554239514,1,121.0745245,4264,9,894.2778909
18-08-2006,4,8,10.70056289,8.021386213,1,448.1567095,1427,5,539.7553218
19-08-2006,5,8,32.68640842,11.87961506,1,354.9291605,1750,5,539.7553218
20-08-2006,6,8,23.75569027,5.742885415,0,343.2023613,3602,6,647.7063861
21-08-2006,0,8,18.67734316,16.95901149,1,312.1627384,2573,3,340.0009514
22-08-2006,1,8,37.00249549,3.022003183,1,394.1944185,1610,2,226.6673009
23-08-2006,2,8,13.48416881,7.342581789,1,237.0237412,2666,8,794.9136808
24-08-2006,3,8,38.67756487,2.498078106,0,109.7695607,855,6,647.7063861
25-08-2006,4,8,19.41900152,8.09664268,0,292.6691899,4670,6,647.7063861
26-08-2006,5,8,36.65211017,0.793226099,0,386.645881,3336,3,340.0009514
27-08-2006,6,8,28.08828629,5.450987901,0,119.1413538,2855,2,226.6673009
28-08-2006,0,8,34.80122079,8.014705102,1,150.8093004,946,6,647.7063861
29-08-2006,1,8,39.5203949,9.563307266,1,363.4455299,2913,4,431.8042574
30-08-2006,2,8,18.65216313,10.87392717,0,171.3429203,2986,2,226.6673009
31-08-2006,3,8,38.83406456,5.499822596,0,126.4733873,3136,3,340.0009514
01-09-2006,4,9,21.68445685,10.46082669,1,450.2264348,1257,4,431.8042574
02-09-2006,5,9,21.56535714,10.18009243,0,122.4029102,994,4,431.8042574
03-09-2006,6,9,20.21161313,6.323561018,1,204.8668606,1094,9,894.2778909
04-09-2006,0,9,26.24222822,16.60400661,0,242.7936316,4292,9,894.2778909
05-09-2006,1,9,14.6243513,10.91282253,0,264.2629935,2897,9,894.2778909
06-09-2006,2,9,26.61134456,6.645394375,0,212.5894666,957,6,647.7063861
07-09-2006,3,9,26.25114437,18.94677024,0,460.6423247,3425,3,340.0009514
08-09-2006,4,9,32.85705438,16.90224826,0,346.3813495,900,3,340.0009514
09-09-2006,5,9,35.00949886,19.65175623,0,211.7725922,2118,9,894.2778909
10-09-2006,6,9,23.21324051,13.84467749,1,210.9738738,3643,6,647.7063861
11-09-2006,0,9,19.06999748,7.56445811,1,276.3286246,1670,7,695.5494707
12-09-2006,1,9,17.78004692,5.617213334,1,65.14844188,2993,2,226.6673009
13-09-2006,2,9,15.8387151,13.26635687,1,466.9892775,2497,5,539.7553218
14-09-2006,3,9,11.72942747,19.61633165,0,150.48922,1496,6,647.7063861
15-09-2006,4,9,20.27343937,12.5343016,1,363.9166546,3215,4,431.8042574
16-09-2006,5,9,18.10743076,17.63229882,0,399.9752362,2416,5,539.7553218
17-09-2006,6,9,38.99252158,6.582068621,0,422.3223568,2757,2,226.6673009
18-09-2006,0,9,26.73126479,8.139075649,0,124.5390394,3902,7,695.5494707
19-09-2006,1,9,20.41831117,18.12550479,1,291.5118814,2216,8,794.9136808
20-09-2006,2,9,27.41402803,15.13733404,0,87.65346296,3650,2,226.6673009
21-09-2006,3,9,14.17590104,19.62820641,0,412.1565554,1467,7,695.5494707
22-09-2006,4,9,23.32131248,15.49528419,0,268.9031903,1687,8,794.9136808
23-09-2006,5,9,28.78702964,8.970314144,0,121.3200765,3672,8,794.9136808
24-09-2006,6,9,24.66693495,10.6213604,1,373.4055255,4613,8,794.9136808
25-09-2006,0,9,22.05336402,18.01030985,0,199.0264319,3295,8,794.9136808
26-09-2006,1,9,39.81545167,11.03293472,1,101.5279717,4507,2,226.6673009
27-09-2006,2,9,36.40944286,5.107947483,0,257.4832212,1016,5,539.7553218
28-09-2006,3,9,28.70217874,8.712396255,1,155.8609694,2964,9,894.2778909
29-09-2006,4,9,27.08132084,10.32631978,1,477.5998261,3086,6,647.7063861
30-09-2006,5,9,28.61981439,1.934396671,1,212.612746,4473,9,894.2778909
01-10-2006,6,10,16.03936323,14.87525349,1,307.6038073,3788,7,695.5494707
02-10-2006,0,10,21.8541323,2.187078667,1,476.7624493,3873,3,340.0009514
